name,description,level,character_class,subclass,is_choice,uses,source,source_file
Illusion Savant,"Beginning when you select this school at 2nd level, the gold and time you must spend to copy a Illusion spell into your spellbook is halved.",2,Wizard,School of Illusion,False,,,wizard_features.json
Improved Minor Illusion,"When you choose this school at 2nd level, you learn the Minor Illusion cantrip. If you already know this cantrip, you learn a different wizard cantrip of your choice. The cantrip doesn't count against your number of cantrips known.

When you cast Minor Illusion, you can create both a sound and an image with a single casting of the spell.",2,Wizard,School of Illusion,False,,,wizard_features.json
Malleable Illusions,"Starting at 6th level, when you cast an illusion spell that has a duration of 1 minute or longer, you can use your action to change the nature of that illusion (using the spell's normal parameters for the illusion), provided that you can see the illusion.",6,Wizard,School of Illusion,False,,,wizard_features.json
Illusory Self,"Beginning at 10th level, you can create an illusory duplicate of yourself as an instant, almost instinctual reaction to danger. When a creature makes an attack roll against you, you can use your reaction to interpose the illusory duplicate between the attacker and yourself. The attack automatically misses you, then the illusion dissipates.

Once you use this feature, you can't use it again until you finish a short or long rest.",10,Wizard,School of Illusion,False,1,,wizard_features.json
Illusory Reality,"By 14th level, you have learned the secret of weaving shadow magic into your illusions to give them a semi-reality. When you cast an illusion spell of 1st level or higher, you can choose one inanimate, nonmagical object that is part of the illusion and make that object real. You can do this on your turn as a bonus action while the spell is ongoing. The object remains real for 1 minute. For example, you can create an illusion of a bridge over a chasm and then make it real long enough for your allies to cross.

The object can't deal damage or otherwise directly harm anyone.",14,Wizard,School of Illusion,False,,,wizard_features.json
Necromancy Savant,"Beginning when you select this school at 2nd level, the gold and time you must spend to copy a Necromancy spell into your spellbook is halved.",2,Wizard,School of Necromancy,False,,,wizard_features.json
Grim Harvest,"At 2nd level, you gain the ability to reap life energy from creatures you kill with your spells. Once per turn when you kill one or more creatures with a spell of 1st level or higher, you regain hit points equal to twice the spell's level, or three times its level if the spell belongs to the School of Necromancy. You don't gain this benefit for killing constructs or undead.",2,Wizard,School of Necromancy,False,,,wizard_features.json
Undead Thralls,"At 6th level, you add the Animate Dead spell to your spellbook if it is not there already. When you cast Animate Dead, you can target one additional corpse or pile of bones, creating another zombie or skeleton, as appropriate.

Whenever you create an undead using a necromancy spell, it has additional benefits:

• The creature's hit point maximum is increased by an amount equal to your wizard level.

• The creature adds your proficiency bonus to its weapon damage rolls.",6,Wizard,School of Necromancy,False,,,wizard_features.json
Inured to Undeath,"Beginning at 10th level, you have resistance to necrotic damage, and your hit point maximum can't be reduced. You have spent so much time dealing with undead and the forces that animate them that you have become inured to some of their worst effects.",10,Wizard,School of Necromancy,False,,,wizard_features.json
Command Undead,"Starting at 14th level, you can use magic to bring undead under your control, even those created by other wizards. As an action, you can choose one undead that you can see within 60 feet of you. That creature must make a Charisma saving throw against your wizard spell save DC. If it succeeds, you can't use this feature on it again. If it fails, it becomes friendly to you and obeys your commands until you use this feature again.

Intelligent undead are harder to control in this way. If the target has an Intelligence of 8 or higher, it has advantage on the saving throw. If it fails the saving throw and has an Intelligence of 12 or higher, it can repeat the saving throw at the end of every hour until it succeeds and breaks free.",14,Wizard,School of Necromancy,False,,,wizard_features.json
Wizardly Quill,"At 2nd level, as a bonus action, you can magically create a Tiny quill in your free hand. The magic quill has the following properties:

• The quill doesn't require ink. When you write with it, it produces ink in a color of your choice on the writing surface.

• The time you must spend to copy a spell into your spell book equals 2 minutes per spell level if you use the quill for the transcription.

• You can erase anything you write with the quill if you wave the feather over the text as a bonus action, provided the text is within 5 feet of you.

This quill disappears if you create another one or if you die.",2,Wizard,Order of Scribes,False,,,wizard_features.json
Awakened Spellbook,"Using specially prepared inks and ancient incantations passed down by your wizardly order, you have awakened an arcane sentience within your spellbook.

At 2nd level, while you are holding the book, it grants you the following benefits:

• You can use the book as a spellcasting focus for your wizard spells.

• When you cast a wizard spell with a spell slot, you can temporarily replace its damage type with a type that appears in another spell in your spellbook, which magically alters the spell's formula for this casting only. The latter spell must be of the same level as the spell slot you expend.

• When you cast a wizard spell as a ritual, you can use the spell's normal casting time, rather than adding 10 minutes to it. Once you use this benefit, you can't do so again until you finish a long rest.

If necessary, you can replace the book over the course of a short rest by using your Wizardly Quill to write arcane sigils in a blank book or a magic spellbook to which you're attuned. At the end of the rest, your spellbook's consciousness is summoned into the new book, which the consciousness transforms into your spellbook, along with all its spells. If the previous book still existed somewhere, all the spells vanish from its pages.",2,Wizard,Order of Scribes,False,,,wizard_features.json
Manifest Mind,"At 6th level, you can conjure forth the mind of your Awakened Spellbook. As a bonus action while the book is on your person, you can cause the mind to manifest as a Tiny spectral object, hovering in an unoccupied space of your choice within 60 feet of you. The spectral mind is intangible and doesn't occupy its space, and it sheds dim light in a 10-foot radius. It looks like a ghostly tome, a cascade of text, or a scholar from the past (your choice).

While manifested, the spectral mind can hear and see, and it has darkvision with a range of 60 feet. The mind can telepathically share with you what it sees and hears (no action required).

Whenever you cast a wizard spell on your turn, you can cast it as if you were in the spectral mind's space, instead of your own, using its senses. You can do so a number of times per day equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.

As a bonus action, you can cause the spectral mind to hover up to 30 feet to an unoccupied space that you or it can see. It can pass through creatures but not objects.

The spectral mind stops manifesting if it is ever more than 300 feet away from you, if someone casts Dispel Magic on it, if the Awakened Spellbook is destroyed, if you die, or if you dismiss the spectral mind as a bonus action.

Once you conjure the mind, you can't do so again until you finish a long rest, unless you expend a spell slot of any level to conjure it again.",6,Wizard,Order of Scribes,False,,,wizard_features.json
Master Scriviner,"At 10th level, whenever you finish a long rest, you can create one magic scroll by touching your Wizardly Quill to a blank piece of paper or parchment and causing one spell from your Awakened Spellbook to be copied onto the scroll. The spellbook must be within 5 feet of you when you make the scroll.

The chosen spell must be of 1st or 2nd level and must have a casting time of 1 action. Once in the scroll, the spell's power is enhanced, counting as one level higher than normal. You can cast the spell from the scroll by reading it as an action. The scroll is unintelligible to anyone else, and the spell vanishes from the scroll when you cast it or when you finish your next long rest.

You are also adept at crafting spell scrolls, which are described in the treasure chapter of the Dungeon Master's Guide. The gold and time you must spend to make such a scroll are halved if you use your Wizardly Quill.",10,Wizard,Order of Scribes,False,,,wizard_features.json
One with the Word,"At 14th level, your connection to your Awakened Spellbook has become so profound that your soul has become entwined with it. While the book is on your person, you have advantage on all Intelligence (Arcana) checks, as the spellbook helps you remember magical lore.

Moreover, if you take damage while your spellbook's mind is manifested, you can prevent all of that damage to you by using your reaction to dismiss the spectral mind, using its magic to save yourself. Then roll 3d6. The spellbook temporarily loses spells of your choice that have a combined spell level equal to that roll or higher. For example, if the roll's total is 9, spells vanish from the book that have a combined level of at least 9, which could mean one 9th-level spell, three 3rd-level spells, or some other combination. If there aren't enough spells in the book to cover this cost, you drop to 0 hit points.

Until you finish 1d6 long rests, you are incapable of casting the lost spells, even if you find them on a scroll or in another spellbook. After you finish the required number of rests, the spells reappear in the spell book.

Once you use this reaction, you can't do so again until you finish a long rest.",14,Wizard,Order of Scribes,False,,,wizard_features.json
Transmutation Savant,"Beginning when you select this school at 2nd level, the gold and time you must spend to copy a Transmutation spell into your spellbook is halved.",2,Wizard,School of Transmutation,False,,,wizard_features.json
Minor Alchemy,"Starting at 2nd level when you select this school, you can temporarily alter the physical properties of one nonmagical object, changing it from one substance into another. You perform a special alchemical procedure on one object composed entirely of wood, stone (but not a gemstone), iron, copper, or silver, transforming it into a different one of those materials. For each 10 minutes you spend performing the procedure, you can transform up to 1 cubic foot of material. After 1 hour, or until you lose your concentration (as if you were concentrating on a spell), the material reverts to its original substance.",2,Wizard,School of Transmutation,False,,,wizard_features.json
Transmuter's Stone,"Starting at 6th level, you can spend 8 hours creating a transmuter's stone that stores transmutation magic. You can benefit from the stone yourself or give it to another creature. A creature gains a benefit of your choice as long as the stone is in the creature's possession. When you create the stone, choose the benefit from the following options:

• Darkvision out to a range of 60 feet

• An increase to speed of 10 feet while the creature is unencumbered

• Proficiency in Constitution saving throws

• Resistance to acid, cold, fire, lightning, or thunder damage (your choice whenever you choose this benefit)

Each time you cast a transmutation spell of 1st level or higher, you can change the effect of your stone if the stone is on your person.

If you create a new transmuter's stone, the previous one ceases to function.",6,Wizard,School of Transmutation,False,,,wizard_features.json
Shapechanger,"At 10th level, you add the Polymorph spell to your spellbook, if it is not there already. You can cast Polymorph without expending a spell slot. When you do so, you can target only yourself and transform into a beast whose challenge rating is 1 or lower.

Once you cast Polymorph in this way, you can't do so again until you finish a short or long rest, though you can still cast it normally using an available spell slot.",10,Wizard,School of Transmutation,False,,,wizard_features.json
Master Transmuter,"Starting at 14th level, you can use your action to consume the reserve of transmutation magic stored within your transmuter's stone in a single burst. When you do so, choose one of the following effects. Your transmuter's stone is destroyed and can't be remade until you finish a long rest.

Major Transformation. You can transmute one nonmagical object – no larger than a 5-foot cube – into another nonmagical object of similar size and mass and of equal or lesser value. You must spend 10 minutes handling the object to transform it.

Panacea. You remove all curses, diseases, and poisons affecting a creature that you touch with the transmuter's stone. The creature also regains all its hit points.

Restore Life. You cast the Raise Dead spell on a creature you touch with the transmuter's stone, without expending a spell slot or needing to have the spell in your spellbook.

Restore Youth. You touch the transmuter's stone to a willing creature, and that creature's apparent age is reduced by 3d10 years, to a minimum of 13 years. This effect doesn't extend the creature's lifespan.",14,Wizard,School of Transmutation,False,,,wizard_features.json
Arcane Deflection,"At 2nd level, you have learned to weave your magic to fortify yourself against harm. When you are hit by an attack or you fail a saving throw, you can use your reaction to gain a +2 bonus to your AC against that attack or a +4 bonus to that saving throw.

When you use this feature, you can't cast spells other than cantrips until the end of your next turn.",2,Wizard,War Magic,False,,,wizard_features.json
Tactical Wit,"Starting at 2nd level, your keen ability to assess tactical situations allows you to act quickly in battle. You can give yourself a bonus to your initiative rolls equal to your Intelligence modifier.",2,Wizard,War Magic,False,,,wizard_features.json
Power Surge,"Starting at 6th level, you can store magical energy within yourself to later empower your damaging spells.

You can store a maximum number of power surges equal to your Intelligence modifier (minimum of one). Whenever you finish a long rest, your number of power surges resets to one. Whenever you successfully end a spell with Dispel Magic or Counterspell, you gain one power surge, as you steal magic from the spell you foiled. If you end a short rest with no power surges, you gain one power surge.

Once per turn when you deal damage to a creature or object with a wizard spell, you can spend one power surge to deal extra force damage to that target. The extra damage equals half your wizard level.",6,Wizard,War Magic,False,,,wizard_features.json
Durable Magic,"Beginning at 10th level, the magic you channel helps ward off harm. While you maintain concentration on a spell, you have a +2 bonus to AC and all saving throws.",10,Wizard,War Magic,False,,,wizard_features.json
Deflecting Shroud,"At 14th level, your Arcane Deflection becomes infused with deadly magic. When you use your Arcane Deflection feature, you can cause magical energy to arc from you. Up to three creatures of your choice within 60 feet of you each take force damage equal to half your wizard level.",14,Wizard,War Magic,False,,,wizard_features.json
Runes of Understanding,"2nd-Level Runecrafter Feature Your study of runecraft has unlocked the ability to decode runes and languages, regardless of their origin; you always have Comprehend Languages prepared, you can cast it without expending a spell slot, and the spell doesn’t count against the number of spells you have prepared.",3,Wizard,Runecrafter (UA),False,,Unearthed Arcana 83 - Giant Options,wizard_features.json
Runic Empowerment,"2nd-Level Runecrafter Feature When you choose this subclass, you learn how to amplify your magic through the application of various runes. Your knowledge of these runes is stored in your spellbook, though you determine the runes’ cosmetic appearance. For example, your runes could be engraved into the cover of your spellbook, glowing whenever you cast a spell, or you could work the shape and meaning of the runes directly into a spell’s somatic and verbal components.

When you cast a spell using a spell slot, you can invoke one of the following runes:

• Life Rune. When you invoke this rune, choose one creature you can see within 30 feet of you (you can choose yourself). The chosen creature gains temporary hit points equal to 5 times the level of the spell slot expended.

• War Rune. When you invoke this rune, choose one creature you can see within 30 feet of you. Until the end of your next turn, attack rolls that target the chosen creature gain a bonus equal to half the level of the spell slot expended (rounded up, minimum of +1).

• Wind Rune. When you invoke this rune, your speed increases by a number of feet equal to 5 times the level of the spell slot expended, and your movement doesn’t provoke opportunity attacks. These benefits last until the start of your next turn.

You can invoke no more than one rune per spell. You can use this feature a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.",3,Wizard,Runecrafter (UA),False,,Unearthed Arcana 83 - Giant Options,wizard_features.json
Sigils of Warding,"6th-Level Runecrafter Feature

You can call on a rune of protection to guard yourself against threats. When you fail a Strength, Dexterity, or Constitution saving throw, you can use your reaction to expend one use of your Runic Empowerment and succeed on the saving throw instead.",3,Wizard,Runecrafter (UA),False,,Unearthed Arcana 83 - Giant Options,wizard_features.json
Rune Maven,"10th-Level Runecrafter Feature

Your understanding of runecraft has grown immensely. Whenever you use your Arcane Recovery feature, you also regain a number of your expended uses of Runic Empowerment. The number of uses you regain can be no more than half your Intelligence modifier, rounded up (minimum of 1).",3,Wizard,Runecrafter (UA),False,,Unearthed Arcana 83 - Giant Options,wizard_features.json
Engraved Emnity,"14th-Level Runecrafter Feature

You have mastered the art of wielding your runes directly against your foes. As a bonus action, you can target one creature you can see within 60 feet of yourself. The creature must succeed on a Wisdom saving throw against your spell save DC or be magically marked by an enmity rune.

The enmity rune appears as a faintly glowing mote of energy that hovers over the marked creature, which suffers the following effects:

• Runecraft’s Bane. The creature has disadvantage on saving throws made against spells you cast.

• Unveiled Enemy. The radiance of the glowing rune makes the creature visible if it’s invisible, and the creature can’t become invisible while the rune persists.

• Woeful Curse. When you mark the creature, and as a bonus action on subsequent turns for the duration, you can invoke the enmity rune to curse the creature until the start of your next turn. The next time one of your allies hits the cursed creature with an attack roll, the target also takes 1d8 force damage, and the curse ends.

The enmity rune lasts for 1 minute or until you lose your concentration (as if you were concentrating on a spell). Once you have marked a creature in this way, you can’t do so again until you finish a long rest, unless you expend a spell slot of 3rd level or higher to use this feature again.",3,Wizard,Runecrafter (UA),False,,Unearthed Arcana 83 - Giant Options,wizard_features.json
Infuse Potions,"Starting at 2nd level, you can produce magic potions. You spend 10 minutes focusing your magic on a vial of mundane water and expend a spell slot to transform it into a potion. Once you have expended a spell slot to create a potion, you cannot regain that slot until the potion is consumed or after 1 week, at which time the potion loses its effectiveness. You can create up to three potions at a time; creating a fourth potion causes the oldest currently active one to immediately lose its potency. If that potion has been consumed, its effects immediately end.

The spell slot you expend determines the type of potion you can create. See chapter 7 of the Dungeon Master’s Guide for complete rules on potions.",2,Wizard,Artificer (UA),False,,Unearthed Arcana 1 - Eberron,wizard_features.json
Infuse Scrolls,"At 2nd level, you can also tap into your reserves of magical energy to create spell scrolls. You can use your Arcane Recovery ability to create a scroll instead of regaining expended spell slots.

You must finish a short rest, then spend 10 minutes with parchment, quill, and ink to create a spell scroll containing one spell chosen from those you know. Subtract the spell’s level from the total levels worth of slots you regain using Arcane Recovery. This reduction to your Arcane Recovery applies until you use the scroll and then finish a long rest.",2,Wizard,Artificer (UA),False,,Unearthed Arcana 1 - Eberron,wizard_features.json
Infuse Weapons and Armor,"Beginning at 6th level, you can produce magic weapons and armor. You spend 10 minutes focusing your magic on a mundane weapon, suit of armor, shield, or bundle of twenty pieces of ammunition, and expend a spell slot to infuse it with magical energy. The magic item retains its enhancement for 8 hours or until used (in the case of magic ammunition). You can infuse only one item at a time; if you infuse a second one, the first immediately loses its potency. Once you have expended a spell slot to create such an item, you cannot regain that slot until the item becomes nonmagical.

The spell slot you expend determines the type of weapon, armor, or shield you can create.",6,Wizard,Artificer (UA),False,,Unearthed Arcana 1 - Eberron,wizard_features.json
Superior Artificer,"Starting at 10th level, you can create a second magic weapon, suit of armor, shield, or bundle of ammunition using your Infuse Weapons and Armor ability. Attempting to infuse a third item causes the oldest one to immediately lose its potency.

You can also create one additional potion or scroll using Infuse Potions or Infuse Scrolls.",10,Wizard,Artificer (UA),False,,Unearthed Arcana 1 - Eberron,wizard_features.json
Master Artificer,"On reaching 14th level, your mastery of arcane magic allows you to produce a variety of magic items. You can create a single item chosen from Magic Item Tables A and B in chapter 7 of the Dungeon Master’s Master’s Guide. It takes you 1 week to produce such an item, and you must rest for 1 month before using this ability to craft another item.",14,Wizard,Artificer (UA),False,,Unearthed Arcana 1 - Eberron,wizard_features.json
Tools of the Inventor,"At 2nd level, you gain proficiency with two tools of your choice.",2,Wizard,School of Invention (UA),False,,,wizard_features.json
Arcanomechanical Armor,"Innovation is a dangerous practice, at least as far as members of this school practice it. As a shield against this risk, you have developed a suit of arcane armor.

Starting at 2nd level, you gain proficiency with light armor and gain a suit of arcanomechanical armor—a magic item that only you can attune to. While you are attuned to it and wearing it, it grants you resistance to force damage.

The armor is light armor and provides an AC of 12 + your Dexterity modifier. It weighs 8 pounds.

You can create a new suit of it at the end of a long rest by touching a nonmagical suit of studded leather armor, which magically transforms it. Doing so removes the magic from your previous arcanomechanical armor, turning it into nonmagical studded leather.",2,Wizard,School of Invention (UA),False,,,wizard_features.json
Reckless Casting,"Starting at 2nd level, you can attempt to cast a spell you don’t have prepared. When you use this ability, you use your action and choose one of the following options:

• Roll on the Reckless Casting table for cantrips and cast the resulting spell as part of this action.

• Expend a spell slot and roll twice on the Reckless Casting table for its level, or the 5th-level table if the slot is 6th level or higher. Pick which of the two results you want to use and cast the resulting spell as part of this action.

If the spell you cast isn’t a wizard spell, it is nonetheless a wizard spell for you when you cast it with this feature.",2,Wizard,School of Invention (UA),False,,,wizard_features.json
Alchemical Casting,"At 6th level, you learn to channel magic through your arcanomechanical armor to augment spells in a variety of ways. When you cast a spell while wearing that armor and attuned to it, you can expend one additional spell slot of 1st or 2nd level to alter the spell. The effect depends on the spell slot you expend.

A 1st-level slot allows you to manipulate the spell’s energy. When you cast a spell that deals acid, cold, fire, lightning, or thunder damage, you can substitute that damage type for another one from that list.

A 2nd-level slot increases the spell’s raw force. If you roll damage for the spell when you cast it, increase that damage by 2d10 force damage against one of the spell’s targets (your choice) this turn.",6,Wizard,School of Invention (UA),False,,,wizard_features.json
Prodigious Inspiration,"At 10th level, you have attained a greater mastery of spell preparation. As a bonus action, you can replace one spell you have prepared with another spell from your spellbook. You can’t use this ability again until you finish a short or long rest.",10,Wizard,School of Invention (UA),False,,,wizard_features.json
Controlled Chaos,"At 14th level, your ability to improvise magic grows stronger. Whenever you roll on a Reckless Casting table for a spell other than a cantrip, you can roll on the table that is one level higher than the expended spell slot.",14,Wizard,School of Invention (UA),False,,,wizard_features.json
Lore Mastery,"Starting at 2nd level, you become a compendium of knowledge on a vast array of topics. Your proficiency bonus is doubled for any ability check you make that uses the Arcana, History, Nature, or Religion skill if you are proficient in that skill.

In addition, your analytical abilities are so well-honed that your initiative in combat can be driven by mental agility, rather than physical agility. When you roll initiative, it is either an Intelligence check or a Dexterity check for you (your choice).",2,Wizard,Lore Mastery,False,,,wizard_features.json
Spell Secrets,"At 2nd level, you master the first in a series of arcane secrets uncovered by your extensive studies.

When you cast a spell with a spell slot and the spell deals acid, cold, fire, force, lightning, necrotic, radiant, or thunder damage, you can substitute that damage type with one other type from that list (you can change only one damage type per casting of a spell). You replace one energy type for another by altering the spell's formula as you cast it.

When you cast a spell with a spell slot and the spell requires a saving throw, you can change the saving throw from one ability score to another of your choice. Once you change a saving throw in this way, you can't do so again until you finish a short or long rest.",2,Wizard,Lore Mastery,False,,,wizard_features.json
Altering Spells,"While the Spell Secrets feature offers increased versatility, at the table its effects can be difficult to spot by the other players. If you're playing a savant, take a moment to describe how you alter your spells. Think of a signature change your character is particularly proud of. Be inventive, and make the game more fun for everyone by playing up the sudden, unexpected tricks your character can employ. For example, a fireball transformed to require a Strength save might become a sphere of burning rock that shatters and slams into its target. A charm person that requires a Constitution save might take the form of a vaporous narcotic that alters the target's mood.",3,Wizard,Lore Mastery,False,,,wizard_features.json
Alchemical Casting,"At 6th level, you learn to augment spells in a variety of ways. When you cast a spell with a spell slot, you can expend one additional spell slot to augment its effects for this casting, mixing the raw stuff of magic into your spell to amplify it. The effect depends on the spell slot you expend.

An additional 1st-level spell slot can increase the spell's raw force. If you roll damage for the spell when you cast it, increase the damage against every target by 2d10 force damage. If the spell can deal damage on more than one turn, it deals this extra force damage only on the turn you cast the spell.

An additional 2nd-level spell slot can increase the spell's range. If the spell's range is at least 30 feet, it becomes 1 mile.

An additional 3rd-level spell slot can increase the spell's potency. Increase the spell's save DC by 2.",6,Wizard,Lore Mastery,False,,,wizard_features.json
Prodigious Memory,"At 10th level, you have attained a greater mastery of spell preparation. As a bonus action, you can replace one spell you have prepared with another spell from your spellbook. You can't use this feature again until you finish a short or long rest.",10,Wizard,Lore Mastery,False,1,,wizard_features.json
Master of Magic,"At 14th level, your knowledge of magic allows you to duplicate almost any spell. As a bonus action, you can call to mind the ability to cast one spell of your choice from any class's spell list. The spell must be of a level for which you have spell slots, you mustn't have it prepared, and you follow the normal rules for casting it, including expending a spell slot. If the spell isn't a wizard spell, it counts as a wizard spell when you cast it. The ability to cast the spell vanishes from your mind when you cast it or when the current turn ends.

You can't use this feature again until you finish a long rest.",14,Wizard,Lore Mastery,False,1,,wizard_features.json
Bonus Proficiencies,"At 2nd level, you learn one language of your choice and gain proficiency with calligrapher’s tools.",2,Wizard,Onomancy (UA),False,,,wizard_features.json
Extract Name,"At 2nd level, you can magically compel a creature to divulge its true name. As a bonus action, you target one creature you can see within 60 feet of you. The target must make a Wisdom saving throw against your spell save DC. On a successful save, you discern that this magic failed, and you can’t use this feature on the target again. On a failed save, the target is charmed by you until the end of your next turn, and you mentally learn the charmed target’s name or the fact that the target lacks a name.

You can use this feature a number of times equal to your Intelligence modifier (minimum of once), and you regain all expended uses of it when you finish a long rest.",2,Wizard,Onomancy (UA),False,,,wizard_features.json
Fateful Naming,"Starting at 2nd level, you can bend magic to assist or hinder creatures through the power of their true names, and even use those names as an anchor to affect others around them. The Bane and Bless spells are wizard spells for you, and you add them to your spellbook. You always have them prepared, yet they don’t count against the number of spells you can prepare.

You can cast either spell without expending a spell slot if you speak the true name of one target of the spell as part of casting it. You can cast the spells in this way a number of times equal to your Intelligence modifier (a minimum of once), and you regain all expended uses when you finish a long rest.",2,Wizard,Onomancy (UA),False,,,wizard_features.json
Resonant Utterance,"At 6th level, you learn words of power called Resonants, which allow you to tailor your spells through the use of a target’s true name.

Resonants Known. When you gain this feature, you learn two Resonants of your choice, which are detailed in the “Resonant Options” section. Each time you gain a level in this class, you can replace one resonant you know with a different one.

Using a Resonant. You can use one Resonant when you cast a wizard spell with a spell slot and speak the true name of one creature targeted by the spell. Speaking the name is part of casting the spell.

You can use Resonants a number of times equal to half of your wizard level (round down), and you regain all expended uses when you finish a long rest.

Resonant Options. Here are your options when choosing a Resonant:

• Absorption. When you cast a spell that deals damage to the named target, you gain 3d6 temporary hit points. The number of temporary hit points you gain increases by 1d6 when you reach 10th level (4d6) and 14th level (5d6) in this class.

• Devastation. If the spell requires the named creature to make a saving throw, that creature has disadvantage on the first save it makes against the spell.

• Dissolution. The first time the named creature takes damage from the spell, that creature takes an extra 2d8 force damage. The extra force damage increases by 1d8 when you reach 10th level (3d8) and 14th level (4d8) in this class.

• Nullification. If the named target is affected by any other spells, you know what those spells are, and you can attempt to end one of your choice by succeeding on an Intelligence check with a DC equal to 10 + the level of the chosen spell.

• Puppetry. The first time the named creature takes damage from the spell, you can knock the creature prone or move it up to 10 feet, either directly toward you or away from you.

• Sympathy. If the named creature is within range of the spell, you can target the creature with the spell even if you can’t see the creature or it has total cover against the spell.",6,Wizard,Onomancy (UA),False,,,wizard_features.json
Inexorable Pronouncement,"At 10th level, you learn two new Resonants of your choice from your Resonant Utterance feature.",10,Wizard,Onomancy (UA),False,,,wizard_features.json
Relentless Naming,"At 14th level, you have learned how to bypass a named creature’s defenses against certain types of damage. When you cast a spell that deals damage to a creature whose true name you speak as part of casting the spell, you can cause the spell to deal force or psychic damage to the creature, instead of the spell’s normal damage type.",14,Wizard,Onomancy (UA),False,,,wizard_features.json
Wizardly Quill,"At 2nd level, as a bonus action, you can magically create a Tiny quill in your free hand. The magic quill has the following properties:

• The quill doesn’t require ink. When you write with it, it produces ink in a color of your choice on the writing surface.

• The gold and time you must spend to copy a spell into your spellbook are halved if you use the quill for the transcription.

• You can erase anything you write with the quill if you wave the feather over the text as a bonus action, provided the text is within 5 feet of you.

This quill disappears if you create another one or if you die.",2,Wizard,Order Of Scribes (UA),False,,,wizard_features.json
Awakened Spellbook,"Using specially prepared inks and ancient incantations passed down by your wizardly order, you have awakened an arcane sentience within your spellbook.

At 2nd level, while you are holding the book, it grants you the following benefits:

• You can use the book as a spellcasting focus for your wizard spells.

• When you cast a wizard spell with a spell slot, you can temporarily replace its damage type with the damage type of another spell in your spellbook, as your spellbook magically alters the spell’s formula for this casting.

• When you cast a wizard spell as a ritual, you can use the spell’s normal casting time, rather than adding 10 minutes to it. Once you use this benefit, you can’t do so again until you finish a long rest.

If necessary, you can replace the book over the course of a short rest by using your Wizardly Quill to write arcane sigils in a blank book or a magic spellbook to which you’re attuned. At the end of the rest, your spellbook’s consciousness is summoned into the new book, which the consciousness transforms into your spellbook, along with all its spells. If the previous book still existed somewhere, all the spells vanish from its pages.",2,Wizard,Order Of Scribes (UA),False,,,wizard_features.json
Master Scrivener,"At 6th level, whenever you finish a long rest, you can create one magic scroll by touching your Wizardly Quill to a blank piece of paper or parchment and causing one spell from your Awakened Spellbook to be copied onto the scroll. The spellbook must be within 5 feet of you when you make the scroll.

The chosen spell must be of 1st or 2nd level and must have a casting time of 1 action. Once in the scroll, the spell’s power is enhanced, counting as one level higher than normal. You can cast the spell from the scroll by reading it as an action. The scroll is unintelligible to anyone else, and the spell vanishes from the scroll when you cast it or when you finish your next long rest.

You are also adept at crafting spell scrolls, which are described in chapter 7 of the Dungeon Master’s Guide. The gold and time you must spend to make such a scroll are halved if you use your Wizardly Quill.",6,Wizard,Order Of Scribes (UA),False,,,wizard_features.json
Manifest Mind,"At 10th level, you are now able to conjure forth the mind of your Awakened Spellbook. As a bonus action while the book is on your person, you can cause the mind to manifest as a Tiny spectral construct, hovering in an unoccupied space of your choice within 60 feet of you. This presence is intangible and doesn’t occupy its space, and it sheds dim light in a 10-foot radius. It looks like a ghostly tome, a cascade of text, or a scholar from the past (your choice). The spectral mind has a number of hit points equal to your wizard level plus your Intelligence modifier, and it uses your Armor Class and saving throw modifiers.

While manifested, the spectral mind can hear and see, and it has darkvision with a range of 60 feet. As an action, you can hear and see using the its senses, instead of your own, until your concentration ends (as if concentrating on a spell).

Whenever you cast a wizard spell on your turn, you can cast it as if you were in the spectral mind’s space, instead of your own, using its senses. You can do so a number of times per day equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.

As a bonus action, you can cause the spectral mind to hover up to 30 feet to an unoccupied space that you or it can see. It can pass through creatures but not objects. The spectral mind stops manifesting if it is ever more than 300 feet away from you, if it drops to 0 hit points, if you die, or if you dismiss it as a bonus action.",10,Wizard,Order Of Scribes (UA),False,,,wizard_features.json
One with the Word,"At 14th level, your connection to your Awakened Spellbook has become so profound that your soul has become entwined with it. While you are holding the book and its spectral mind is manifest, you can take an action to cause the two of you to teleport, swapping places. You can teleport in this way a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.

Moreover, if you die but at least one spell remains in your Awakened Spellbook, you can return to life 1 minute later within 5 feet of the book. You revive with 1 hit point. Then roll 3d6. The book loses spells of your choice that have a combined spell level equal to that roll or higher. For example, if the roll’s total is 9, spells vanish from the book that have a combined level of at least 9, which could mean one 9th-level spell, three 3rd-level spells, or some other combination.

Thereafter, you are incapable of casting the lost spells, even if you find them on a scroll or in another spellbook. The only way to restore your ability to cast one of the lost spells is through the wish spell, which can restore one spell to the book per casting.",14,Wizard,Order Of Scribes (UA),False,,,wizard_features.json
